epoch,train_loss,train_acc,train_f1,train_precision,train_recall,train_hamming_loss,val_loss,val_acc,val_f1,val_precision,val_recall,val_hamming_loss
1,0.3214721368376616,432.6050955414013,0.215995128020115,0.23790125598964243,0.19814888535031847,0.16005396319886767,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
2,0.32147213512924827,431.71337579617835,0.19999867920699588,0.21072458222784718,0.19033638535031847,0.16931322245812694,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
3,0.3214721617045676,432.6050955414013,0.21928889155896658,0.23457172958950845,0.20596138535031847,0.16294748171738618,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
4,0.3214721770802881,433.94267515923565,0.2365912130618013,0.2537948861689869,0.22158638535031847,0.15889655579146025,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
5,0.32147216208421503,432.1592356687898,0.22299387753933209,0.23064610512546901,0.21637805201698512,0.1669984076433121,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
6,0.3214721691076923,430.5987261146497,0.18383743395452998,0.19398981257080986,0.17471138535031847,0.1724960928284973,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
7,0.3214721719550479,433.94267515923565,0.21542362034165316,0.22903745968742248,0.20335721868365178,0.1646835928284973,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
8,0.32147217916834886,431.9363057324841,0.19282037139179997,0.20438411175821247,0.18252388535031847,0.1696025743099788,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
9,0.3214721533523244,432.1592356687898,0.20088563139410595,0.2160684151091825,0.18773221868365178,0.16584100023590467,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
10,0.32147218030729113,432.828025477707,0.23216765152249028,0.24388836756681612,0.22158638535031847,0.16265812986553432,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
11,0.3214721704364582,432.828025477707,0.21463621069823383,0.2306015629756637,0.20075305201698512,0.16323683356923804,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
12,0.3214721694873397,433.2738853503185,0.21572638599394933,0.2333077037349018,0.20075305201698512,0.1620794261618306,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
13,0.32147215506073773,431.9363057324841,0.2246927911415929,0.24011146813774276,0.21116971868365178,0.1620794261618306,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
14,0.3214721922661848,433.0509554140127,0.2386895745302825,0.2629630989086282,0.21898221868365178,0.15600303727294174,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
15,0.321472166639984,433.94267515923565,0.2193276685255295,0.23458018274375714,0.20596138535031847,0.16294748171738618,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
16,0.32147215961650677,432.38216560509557,0.1982084222748123,0.2133780035580819,0.18512805201698512,0.16613035208775653,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
17,0.3214721740431087,432.828025477707,0.22392392392392393,0.23833281201126055,0.21116971868365178,0.16265812986553432,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
18,0.3214721913170663,432.1592356687898,0.20205370659916114,0.21531421479357868,0.19033638535031847,0.1669984076433121,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
19,0.32147217537187467,433.2738853503185,0.22180629703777854,0.23081469606923158,0.21377388535031847,0.16670905579146025,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
20,0.3214721681585737,432.828025477707,0.2061415096790299,0.2213360088723515,0.19294055201698512,0.16497294468034915,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
21,0.32147218315464676,432.38216560509557,0.19971598104128227,0.21019984484667287,0.19033638535031847,0.16902387060627508,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
22,0.32147215069479246,431.49044585987264,0.1945499893198638,0.2082808656549664,0.18252388535031847,0.16786646319886767,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
23,0.3214721799276437,433.4968152866242,0.2189752777988072,0.2372874941898968,0.20335721868365178,0.16121137060627508,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
24,0.3214721662603366,430.1528662420382,0.18321806893235468,0.18992172229582302,0.17731555201698512,0.17654701875442322,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
25,0.3214721801174674,432.828025477707,0.22216953795901165,0.24166614534459388,0.20596138535031847,0.16034331505071953,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
26,0.32147217518205096,432.38216560509557,0.22053764814707577,0.23397227298252932,0.20856555201698512,0.16381553727294174,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
27,0.32147215506073773,434.38853503184714,0.21554409502759575,0.2293837041306862,0.20335721868365178,0.1646835928284973,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
28,0.32147218562235497,433.2738853503185,0.22666740814888964,0.24123136273589826,0.21377388535031847,0.1620794261618306,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
29,0.32147218524270754,431.71337579617835,0.2211554494737996,0.23219837922765238,0.21116971868365178,0.165262296532201,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
30,0.32147214917620276,433.2738853503185,0.23952530336458908,0.24790135840045913,0.23200305201698512,0.16323683356923804,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
31,0.3214721558200326,431.26751592356686,0.20648067422260974,0.21562749800159872,0.19814888535031847,0.16931322245812694,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
32,0.32147217252451904,433.0509554140127,0.23654452772099832,0.25368666106076176,0.22158638535031847,0.15889655579146025,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
33,0.3214721820157045,430.1528662420382,0.16694512924908875,0.17894553580341233,0.1564822186836518,0.173074796532201,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
34,0.3214721641722758,433.71974522292993,0.2442519764695497,0.2647379291875016,0.22679471868365178,0.1562923891247936,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
35,0.3214721848630601,434.38853503184714,0.24190129408345729,0.25603153840563914,0.22939888535031847,0.15947525949516395,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
36,0.3214721719550479,432.828025477707,0.20667267970172534,0.22261716424155717,0.19294055201698512,0.16439424097664546,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
37,0.3214721778395829,433.0509554140127,0.20065277936674833,0.2121831526750054,0.19033638535031847,0.16873451875442322,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
38,0.32147217632099323,432.828025477707,0.2141700556201539,0.23343477430445025,0.19814888535031847,0.16150072245812694,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
39,0.32147215714879857,433.4968152866242,0.21532276077730625,0.2287853927384408,0.20335721868365178,0.16468359282849732,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
40,0.3214721785988777,431.26751592356686,0.20086423336847306,0.21621694686690965,0.18773221868365178,0.16584100023590473,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
41,0.32147218163605706,433.2738853503185,0.20674337197988002,0.22271792175868912,0.19294055201698512,0.16439424097664546,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
42,0.3214721656908655,433.2738853503185,0.2436269656186669,0.2633028658055356,0.22679471868365178,0.1568710928284973,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
43,0.32147215923685935,433.71974522292993,0.24019378714814402,0.2522306541825875,0.22939888535031847,0.16092201875442322,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
44,0.3214721740431087,431.49044585987264,0.20168380941327801,0.2181992513406155,0.18773221868365178,0.16497294468034915,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
45,0.32147217518205096,432.1592356687898,0.19311032343819232,0.2050226813622993,0.18252388535031847,0.16931322245812694,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
46,0.32147216796875,434.38853503184714,0.2509882833653326,0.26649640878430264,0.23721138535031847,0.15716044468034915,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
47,0.3214721795479963,433.0509554140127,0.2249394555846169,0.23745289482699553,0.21377388535031847,0.16352618542108988,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
48,0.3214721653112181,431.49044585987264,0.2030914089406778,0.21145574382984456,0.19554471868365178,0.17075998171738618,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
49,0.32147217100592934,433.2738853503185,0.24120531319701444,0.2575751030023011,0.22679471868365178,0.1586072039396084,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
50,0.32147218144623335,433.94267515923565,0.21041515491792975,0.23181545466574585,0.19294055201698512,0.16063266690257136,0.30966293811798096,0.125,0.14925373134328357,0.18518518518518517,0.125,0.15833333333333333
